"570016","PCP-TM_n","เสาเข็มตอกบ่อบำบัดน้ำเสีย อาคารสำนักงานธนาคารกสิกรไทย แจ้งวัฒนะ 2","0444CP6001","บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน)",0,""
"570017","PCP-TM_n","ABP 4&5 COMBINED CYCLE","0423CP6001","บริษัท เนาวรัตน์พัฒนาการ จำกัด (มหาชน)",0,""
"570018","PCP-TM_n","AN-6","0606CP5701","บริษัท หยาง ออกแบบและก่อสร้าง จำกัด",0,""
"570019","PCP-TM_n","เดอะ แนเชอรัล พาร์ค เรสซิเดนซ์","0605CP5701","บริษัท แนเชอรัล โปรเจค เจ้าพระยา จำกัด",0,""
"570020","PCP-TM_n","ก่อสร้างโรงงาน CH เรดิเอเตอร์","0450CP5501","บริษัท รุ่งไกล จำกัด",0,""
"570021","Trading","Venioสุขุมวิท10","0248TRD6001","บริษัท เฮลิกซ์ จำกัด",0,""
"570022","PCP-TM_n","โรงงาน บริษัท โอลิค(ประเทศไทย) จำกัด","0343CP5701","บริษัท ไทคิชา (ประเทศไทย) จำกัด",0,""
"570023","PCP-TM_n","โรงงาน GEL.2 (PW.1)","0521CP5701","บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด(มหาชน)",0,""
"570024","PCP-TM_n","Auto Mation (PW 2)","0521CP5701","บริษัท เจนเนอรัล เอนจิเนียริ่ง จำกัด(มหาชน)",0,""
"570025","PCP-TM_n","โกลเด้น วิลเลจ วัชรพล - สุขาภิบาล 5","0016CP5801","บริษัท โกลเด้น แลนด์ เรสซิเด้นซ์ จำกัด",0,""
"570026","PCP-TM_n","บ้านจัดสรร บมจ.ลลิล พร็อพเพอร์ตี้ นนทบุรี","0163CP5701","บริษัท ลลิล พร๊อพเพอร์ตี้ จำกัด (มหาชน)",0,""
"570028","GRC-TM_n","พุทธคยา วัดปัญญานันทาราม คลอง6","0144GRC5701","ห้างหุ้นส่วนจำกัด เมเจอร์อาร์ท",0,""
"570029","PW-TM_n","Ideo Condo S11","0248PW5701","บริษัท เฮลิกซ์ จำกัด",0,""
"570030","PW-TM_n","ลิฟวิ่งนารา รังสิต","0070PW5701","บริษัท ท็อปไลน์ ลิฟวิ่ง จำกัด",0,""
"570031","PT-TM_n","AVANI BANGKOK HOTEL AND PLAZA","0018PT5701","บริษัท คริสเตียนีและนีลเส็น (ไทย) จำกัด (มหาชน)",0,""
"570032","PT-TM_n","Mercure Hotel Makkasan","0294PT5701","บริษัท ฤทธา จำกัด",0,""
"570033","PT-TM_n","โรงพยาบาลเปาโล เมโมเรียล รังสิต","0294PT5701","บริษัท ฤทธา จำกัด",0,""
"570034","PT-TM_n","World Peace Valley 3","0294PT5701","บริษัท ฤทธา จำกัด",0,""
"570035","PT-TM_n","The Lofts Ekkamai","0294PT5701","บริษัท ฤทธา จำกัด",0,""
"570036","PW-TM_n","SENA VILLE คลองหลวง","0205PW5701","บริษัท เสนาดีเวลลอปเมนท์ จำกัด (มหาชน)",0,""
"570037","PT-TM_n","Living Nest Ramkhamhaeng","0642PT5701","บริษัท เอ็น.เอ็ม.ซี.พร็อพเพอร์ตี้ จำกัด",0,""
"570038","GRC-TM_n","Q Condo Asoke","0644GRC5701","บริษัท เอสเอ็มอี ไลน์ จำกัด",0,""
"570039","GRC-TM_n","เจดีย์ปทุมรัตน์ ธรรมเจดีย์ พุทธอุทยาน จ.หนองคาย","0165GRC5701","คุณ ลือพงศ์ ลีลพนัง",0,""
"570040","GRC-TM_n","The Promenade Phase 2","0294GRC5701","บริษัท ฤทธา จำกัด",0,""
"570041","GRC-TM_n","ผลิตและติดตั้งผนัง GRC บริเวณยกระดับเหนือ-ใต้ และคอร์มุม มหารัตนวิหารคต","0646GRC5701","วัดพระธรรมกาย",0,""
"580001","PCP-TM_n","เสนา ปาร์ควิลล์  รามอินทรา กม.9 เฟส 1","0205CP5701","บริษัท เสนาดีเวลลอปเมนท์ จำกัด (มหาชน)",0,""
"580002","PT-TM_n","อาคารคณะสถาปัตยกรรม มหาวิทยาลัยรังสิต","0216PT5801","บริษัท อัทโมสท์เทค จำกัด",0,""
"580003","PCP-TM_n","เดอะแกลเลอรี่ & เนเชอร่าเทรนด์ (รัตนาธิเบศร์ - ราชพฤกษ์) (PT-20)","0116CP5801","บริษัท พนาลี เอสเตท จำกัด",0,""
"580004","PCP-TM_n","เนเชอร่าเทรน  ศรีนครินทร์ (PT - 019)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580005","PCP-TM_n","บ้านพฤกษา 77/1  (PK 077/1)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580006","PCP-TM_n","Centro Westgate","0234CP5801","บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน)",0,""
"580007","PCP-TM_n","พฤกษาวิลเลจ 40 (PV - O40)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580008","PCP-TM_n","City พุทธมณฑล สาย 4","0234CP5801","บริษัท เอพี (ไทยแลนด์) จำกัด (มหาชน)",0,""
"580009","PCP-TM_n","ก่อสร้างกำแพงกันดินคลองบางกระสอ  ช่วงแม่น้ำเจ้าพระยา ถึง ถนนนนทบุรี","0106CP5701","บริษัท บุญรัตน์ 2009 จำกัด",0,""
"580010","PCP-TM_n","เนเชอร่า & เดอะแกลเลอรี่ พระราม 2 - วงแหวน ประชาอุทิศ (PT-021)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580011","PCP-TM_n","เดอะ Plant ซิมพลัสโรจนะ (PS-063)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580012","PCP-TM_n","ARTALE KASETNAWAMIN","0095CP5801","บริษัท อนันดา ดีเวลลอปเมนท์ จำกัด (มหาชน)",0,""
"580013","PCP-TM_n","พาทิโอ สรงประภา (PSP-011)","0121CP5801","บริษัท พฤกษา เรียลเอสเตท จำกัด (มหาชน)",0,""
"580014","PCP-TM_n","230/115KV Substation Ayuttaya 3","0006CP5801","อยุธยา",0,""
"580015","PW-TM_n","BITEC BANGNA PHASE ll","0113PW5801","บริษัท ปรินทร จำกัด",0,""
"580016","PCP-TM_n","บ้านพักอาศัย รังสิต คลอง 12","0092CP5801","บริษัท นุชยา ซีวิล เอ็นจิเนีย จำกัด",0,""
"580017","GRC-TM_n","ซันไชการ์เด้น อ่อนนุช 77","0047GRC5801","บริษัท ไชน่าเรลเวย์ คอนสตรั๊คชั่น(เซาท์อีสท์ เอเชีย) จำกัด",0,""
"580019","GRC-TM_n","อาคารเทคโนโลยีเชิงสร้างสรรค์ ราชมงคลวิทยาลัยเทคนิคกรุงเทพฯ","0492GRC5801","บริษัท ดวงแก้ว คอนแทร็คเทอร์ จำกัด",0,""
"580020","GRC-TM_n","โรงเรียนนานาชาติเบิร์คลีย์ เฟส 2","0216GRC5801","บริษัท อัทโมสท์เทค จำกัด",0,""
"580021","PW-TM_n","SENA VILLE ศาลายา","0205PW5801","บริษัท เสนาดีเวลลอปเมนท์ จำกัด (มหาชน)",0,""
"580022","PW-TM_n","ESTES Rattanathibet","0297PW5801","บริษัท แมคทริค จำกัด (มหาชน)",0,""
"580023","PW-TM_n","GOLDENLAND กิ่งแก้ว","0016PW5801","บริษัท โกลเด้น แลนด์ เรสซิเด้นซ์ จำกัด",0,""
"580024","PW-TM_n","ธนาคลัสเตอร์ (จำนวน 77 ยูนิต)","0085PW5801","บริษัท ธนาสิริ กรุ๊ป จำกัด (มหาชน)",0,""
"580025","PW-TM_n","ศุภาลัยเวลลิงตัน","0052PW5801","บริษัท ซินเท็ค คอนสตรัคชั่น จำกัด (มหาชน)",0,""
